Mobile version is not working...payment…	Jun 30, 2021	2021-06-30	Rated 1 out of 5 stars	Mobile version is not working...payment cannot be performed	60dbef3c47e6f3001273e0b8	98
easy to use	Jun 30, 2021	2021-06-30	Rated 5 out of 5 stars	easy to use. not the cheapest, but reasonable.	60dbe9ab4ea0fc0015f70c08	98
Fast and easy	Jun 30, 2021	2021-06-30	Rated 4 out of 5 stars	Fast and easy! Great value also.	60dbe8a98df2370011b257d9	98
Fast and efficient	Jun 30, 2021	2021-06-30	Rated 3 out of 5 stars		60dbe6898df2370011b25754	98
Thanks for Tracy to follow up and follow up.	Jun 30, 2021	2021-06-30	Rated 5 out of 5 stars	Thanks for Tracy to follow up and appeal for my expired unclaimed voucher. Appreciate her help and I finally got a new voucher code within a short period.	60dbdc111790ff0012c4d700	98
Fast and efficient	Jun 30, 2021	2021-06-30	Rated 5 out of 5 stars		5ddb452d475ea94b7d69fdae	98
Simple	Jun 30, 2021	2021-06-30	Rated 4 out of 5 stars	Simple, good and fast	60dbcbea15418500117846f4	98
Fast and excellent service	Jun 29, 2021	2021-06-29	Rated 5 out of 5 stars		60dae69cbd8352001286d05c	98
The system is simple and straight…	Jun 29, 2021	2021-06-29	Rated 4 out of 5 stars	The system is simple and straight forward. FWD also has efficient follow ups via e-mail and calls.	60da9ab7dd7c4c00119617a0	98
(EXCELLENT JAYDE.)	Jun 29, 2021	2021-06-29	Rated 5 out of 5 stars	Sad to know your system down on 28/6 at the afternoon time. Because I can't collect my bike on time without insurance certificate. That is y I would like to compliment (JAYDE) with her service with heart ❤ without letting me down do whatever she can to have my bike collected On time.  Thks! JAYDE.U need staff like her. Service with heart that I do feel it.Thks! MICHAEL TAN.FBS5252H.	60da8bf1abe5190011cf2534	98
Kept an open mind to ideas on overcoming a constrained situation	Jun 28, 2021	2021-06-28	Rated 5 out of 5 stars	Evon was polite and professional. She explained a constrained situation diplomatically and was open and flexible enough to consider and agree to a 'work around' request. Very importantly, she followed up and acted on it promptly and accurately. Much appreciated.	60d997027278aa001494049d	98
The payment system was stuck	Jun 26, 2021	2021-06-26	Rated 3 out of 5 stars	The payment system was stuck at the processing payment page for very long. It was concerning since credit card details are already keyed in. Wanted to almost press back button and call the hotline if payment went thru or not. Luckily it went through and the browser went to purchase successful page.	60d6dc008d6ff9001147739a	98
Ms Grace Chong was able to assist me…	Jun 26, 2021	2021-06-26	Rated 5 out of 5 stars	Ms Grace Chong was able to assist me with my request and enquiries clearly. Felt much relieved after finding out more information with her very patience assistance.	60d6b76cc6d2ed00145ecc80	98
I truly love the top notch friendly and…	Jun 26, 2021	2021-06-26	Rated 5 out of 5 stars	I truly love the top notch friendly and very professional customer service I’ve received from Grace! Good job!	60d6a815c6d2ed00145ec977	98
Add on	Jun 26, 2021	2021-06-26	Rated 5 out of 5 stars	Friendly user. Hopefully is not a yearly increase by add on.	60d68166c6d2ed00145ec236	98
Events and debit/credit card payment…	Jun 25, 2021	2021-06-25	Rated 3 out of 5 stars	Events and debit/credit card payment keeps getting hang. Have to try so many many times to make payment. Please fix it or other people will give up and go to different company	60d5b0539f626d0012a2ec51	98
Can send me the documents	Jun 25, 2021	2021-06-25	Rated 5 out of 5 stars		60d5a2a8aa65180012d438a0	98
Slow and lousy payment platform	Jun 24, 2021	2021-06-24	Rated 1 out of 5 stars		60d493cd4fdd660012246b4d	98
Easy to use and trustworthy	Jun 24, 2021	2021-06-24	Rated 5 out of 5 stars		54c9ac320000ff0001a7522d	99
5 stars to Azlina	Jun 24, 2021	2021-06-24	Rated 5 out of 5 stars	Very fast resolution provided by Azlina, who gave me clear info and called me back to inform me when the issue was fixed.Thanks a lot!	60d41c15f3cc59001d7871bd	99
Very easy to navigate and use.	Jun 24, 2021	2021-06-24	Rated 5 out of 5 stars		6042e8469315a40019119cbb	99
Website did not work easily and had to…	Jun 24, 2021	2021-06-24	Rated 3 out of 5 stars	Website did not work easily and had to make multiple attempts at payment.	60d407e0f3cc59001d786b0d	99
Logging onto FWD Online Portal	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	I had issues with logging onto the FWD online portal as I wanted to retrieve my recent policy details for reference. Thus I had contacted the FWD team for help. I was then assisted by Gavin Poon from Customer Engagement team and his prompt responses and actions helped to provide clarity & resolve the problem. Thank you!	60d31261190dfd001a24d3ab	99
Easy, convenience and fast	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	Simple to use. Fast and the rates are affordable.	60d2ff57f61b780019bf51eb	99
easy and fuss free online purchase of…	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	easy and fuss free online purchase of home insurance	60d2ef110884d3001bc0d4ab	99
Why no discount for both policies？	Jun 23, 2021	2021-06-23	Rated 3 out of 5 stars		60d2e73145d061001a07ae69	99
Easy and fast	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	Easy and fast. Delighted.	60d2df6aba047200194a7e41	99
Good and fast	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars		60d2da79f3cc59001d77d6c7	99
Quick & easy	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	Quick & easy. good value. website is clean and elegant	60d2d0d1190dfd001a24a68f	99
HDB fire insurance	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	Good App,easy to use.	60d2b6e8f3cc59001d77c69d	99
Appreciate the flexibility in extending…	Jun 23, 2021	2021-06-23	Rated 4 out of 5 stars	Appreciate the flexibility in extending the discount after missing the deadline.	5d37f96e82c0a5256ff35dba	99
Very patient	Jun 23, 2021	2021-06-23	Rated 5 out of 5 stars	Very patient, clear instruction and polite services. Thank you very much.	60d2aa0345d061001a079152	99
Help service from the phone call today…	Jun 22, 2021	2021-06-22	Rated 5 out of 5 stars	Help service from the phone call today i did was great.	60d1b759e46462001a8c696e	99
simple and efficient	Jun 22, 2021	2021-06-22	Rated 5 out of 5 stars	On-line application is simple and intuitive, providing all he information you need to set up insurance policies with ease.	60d1a1c029910d001a547899	99
user friendly system for extension/…	Jun 22, 2021	2021-06-22	Rated 4 out of 5 stars	user friendly system for extension/ renewal of my house insurance with reasonable quote for 2 annual coverage charges	60d1804be46462001a8c35e8	99
The form is easy to fill up and…	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	The form is easy to fill up and instructions are clear.	604d4ded62abca001af32ff9	99
Zoom Zoom insurance	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	good, fast easy.	5d3d6f609a2ed77eb9204449	99
website is buggy as hell.	Jun 21, 2021	2021-06-21	Rated 1 out of 5 stars		60d06d6d45d061001a0658dd	99
ALL GOOD...	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	ALL GOOD...NO ISSUES	60d05ecaba4cd200195c8372	100
Ms Tracy Thanks helping me to verified my policy with your excellent service and prompt reply.  Greatly appreciated. Mdm Huang	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	Ms. Tracy helping me to rectified my misunderstanding and mistake with super fast response.  Thank you so much Tracy!Stay safe and Take care Mdm Huang	60d053f6ab901e0019546a17	100
RENEWAL LINK CANNOT ACCESS.	Jun 21, 2021	2021-06-21	Rated 3 out of 5 stars	Renewal link cannot access, done a new policy accidentally. Call to cancel it and requested a renewal link. They still give me a new quote not renewal quote.	60d03da047c05e001975682d	100
Will recommend	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	Very user friendly and so comprehensive	60d03d638360880019b5c87f	100
good	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	service very fast and good.	60d0340047c05e0019755fd2	100
Not straight forward to renew a 5-yr…	Updated Jun 21, 2021	2021-06-21	Rated 3 out of 5 stars	Not straightforward to renew a 5-yr HDB fire policy.I am the flat owner of the insured flat and I am living overseas. My phone is +8529548xxxx, however, I am not able to input the IDD code 852 in your online system.May be you may improve this area for overseas resident	60d02c4947c05e0019755cdf	100
Clear instruction.	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars		60d0254145d061001a0622dd	100
Easy and convenient.	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars		60cff9dc8360880019b5aff7	100
Thank you for the lady officer staff…	Jun 21, 2021	2021-06-21	Rated 5 out of 5 stars	Thank you for the lady officer staff attended to me. She took the time to explain to me the procedures that I needed to do to my current policy.	60cff2c58360880019b5ae8e	100
The insurance application was easy to…	Jun 20, 2021	2021-06-20	Rated 5 out of 5 stars	The insurance application was easy to understand and apply online.	60ced0e88360880019b52f78	100
The process for maid renewal insurance…	Jun 19, 2021	2021-06-19	Rated 5 out of 5 stars	The process for maid renewal insurance package purchase is simple and quick. Thanks for the good purchasing experience.	60cda9a2c3a27e001ab6f2f3	100
Easy to navigate	Jun 19, 2021	2021-06-19	Rated 5 out of 5 stars	Easy to navigate. Affordable and extensive coverage	5f4f13456b77e38c727dceef	100
Thank you Irish for your prompt…	Jun 19, 2021	2021-06-19	Rated 5 out of 5 stars	Thank you Irish for your prompt assistance and action, we are glad that FWD has given us a successful outcome of our appeal for travel extension. You and your team are knowledgeable, helpful and have great initiative for follow up. Pls keep it up!	60cd4d5ba302d2001ad9d80f	100
Excellent service	Jun 18, 2021	2021-06-18	Rated 4 out of 5 stars	Excellent service from your Customer Engagement Team member Krissy who helped to expedite my claims process. Keep up the good work.	60ccc2f8ba4cd200195b02dd	100
Very fast and fuss free buying FWD…	Jun 18, 2021	2021-06-18	Rated 5 out of 5 stars	Very fast and fuss free buying FWD insurance on line. The premium are affordable.	60cc3992c3a27e001ab63c74	100
Fuss free	Jun 18, 2021	2021-06-18	Rated 5 out of 5 stars	Fuss free, quick, unintrusive	60cc321671f6130019ccb42c	100
Thank you Tracy for your great help and…	Jun 18, 2021	2021-06-18	Rated 5 out of 5 stars	Thank you Tracy for your great help and going the additional mile of booking a 6ME appointment for my maid and resolving my issue	60cc31b52b1b69001c05477e	100
Easy to buy	Jun 18, 2021	2021-06-18	Rated 5 out of 5 stars	Easy to buy but never made a claim yet. I hope the claim process is easy too. But the best is not to make any claim at all.	60cc1fa32b1b69001c05421a	100
I got my big3 plan	Jun 18, 2021	2021-06-18	Rated 4 out of 5 stars	Simple to understand insurance policy. Got my big3 plan. Hope i will never use it. Btw i have to cancel the cancer insurance in order to get this Big3 which could possible expose me to 0 coverage in 90days when getting new Big3. This could be improved by a top-up for example! Thanks Grace from customer engagement team for her supportive assistance in this process! She's professional and Helpful!	60cc16df2b1b69001c05400c	100
efficient and easy to understand	Jun 18, 2021	2021-06-18	Rated 4 out of 5 stars		60cc10b964813d001a5e1a88	100
Great service over the phone..	Jun 18, 2021	2021-06-18	Rated 5 out of 5 stars		60cc0bfb64813d001a5e1983	101
Unable to edit address	Jun 17, 2021	2021-06-17	Rated 3 out of 5 stars	Unable to edit address (as I just shifted house last week)	60cba7d364813d001a5df642	101
Informative and easily explained	Jun 17, 2021	2021-06-17	Rated 5 out of 5 stars	Informative and easily explained. Claiming process is straightforward too.	56f3403d0000ff000a11594f	101
Easy & simple to use interface.	Jun 17, 2021	2021-06-17	Rated 5 out of 5 stars		60caf9522b1b69001c04af6d	101
THANK YOU SO MUCH !	Jun 17, 2021	2021-06-17	Rated 5 out of 5 stars		60cac40564813d001a5da00b	101
great experience!	Jun 17, 2021	2021-06-17	Rated 5 out of 5 stars		5a30748c0000ff000af03b1e	101
Thanks	Jun 16, 2021	2021-06-16	Rated 5 out of 5 stars	The Offer is good compared to other agency. Thanks you guys did great.	5d55490f4a0f18d6c6c43391	101
super easy process and explain clearly…	Jun 16, 2021	2021-06-16	Rated 5 out of 5 stars	super easy process and explain clearly whatever additional paperwork i need to provide,	60c9639e5349c7001b660df5	101
Christina was a great help	Jun 16, 2021	2021-06-16	Rated 5 out of 5 stars	Christina was a great help.  Good and efficient service early in the morning.	60c95511a36b7e001ae3682a	101
Policy is Not Cheap - Discounts Are A Gimmick As other Companies are Cheaper with 0% Discount	Jun 15, 2021	2021-06-15	Rated 1 out of 5 stars	Policy is not cheap inspite of doing direct and not have to pay 3rd agents or referral sites.	561fdfed0000ff0001e3460e	101
Best value for fire insurance	Jun 15, 2021	2021-06-15	Rated 5 out of 5 stars		60c8cff5041480001bea9bbc	101
Super easy to renew	Jun 15, 2021	2021-06-15	Rated 5 out of 5 stars		592fd33a0000ff000a9e9e97	101
Fuss free& affordable	Jun 15, 2021	2021-06-15	Rated 5 out of 5 stars	Online interface is user friendly & fuss free.Policy terms are clear and pricing are reasonable & afforable.	60c875244acaff001ca0d8f1	101
Compliments for Irish Go	Jun 15, 2021	2021-06-15	Rated 5 out of 5 stars	I was served by CSO, Irish Go, who was very polite and prompt with her actions. Very smooth service.	60c7fdd656064000191e2f42	101
Simple task but not straightforward	Jun 14, 2021	2021-06-14	Rated 2 out of 5 stars	I could not make payment after retrieving the saved car quote from the email link. The page just stuck there forever when I clicked the pay now. Requested someone to call me back online, someone did call me BUT only rang 3 times then hang up. I called to the helpline, waited and eventually decided to press 1 for them to call me back. End up nobody called. I had to redo the quote as I could not reach anyone. Not a smooth process to buy the insurance.I have never experienced any claim before and hope won't encounter similar setback if really need to. Touch wood.	60c77eefb171f8001b1b5c68	101
GOOD JOB	Updated Jun 15, 2021	2021-06-15	Rated 5 out of 5 stars	GOOD JOB, KEEP IT UP.	60c71752041480001be9b1e5	101
GOOD PRICE WITH GOOD COVERAGE	Jun 14, 2021	2021-06-14	Rated 5 out of 5 stars		60c71629a182a3001bd419fe	101
Simple process flow	Jun 14, 2021	2021-06-14	Rated 5 out of 5 stars	Simple work flow to obtain a quotation.	60c7057cb8bef8001fc8d183	101
Fast and easy!	Jun 14, 2021	2021-06-14	Rated 5 out of 5 stars		5cb04e1e499381b0bbba25ab	101
Easy to understand and good service.	Jun 14, 2021	2021-06-14	Rated 5 out of 5 stars		60c6e006b8bef8001fc8c064	101
Easy and hassle-free purchase of…	Jun 14, 2021	2021-06-14	Rated 5 out of 5 stars	Easy and hassle-free purchase of insurance products at a reasonable premium. Thumbs up !	5c2505af18e0ed8294beb0a4	102
Fast and clearly	Jun 12, 2021	2021-06-12	Rated 4 out of 5 stars		60c51b3cc262a5001a594065	102
Car Insurance	Jun 11, 2021	2021-06-11	Rated 5 out of 5 stars	efficient service done online	60c370fa9217e1001a665b26	102
Efficient and easy to use	Jun 11, 2021	2021-06-11	Rated 5 out of 5 stars		60c32df75e8b8c0019ab8727	102
Reasonable pricing for Home Insurance…	Jun 11, 2021	2021-06-11	Rated 5 out of 5 stars	Reasonable pricing for Home Insurance offered in Market	60c3189e041480001be7d7b3	102
Simple & Straightforward online…	Jun 11, 2021	2021-06-11	Rated 5 out of 5 stars	Simple & Straightforward online application!	60c2fe3d041480001be7c471	102
Easy,efficient way to receive…	Jun 11, 2021	2021-06-11	Rated 5 out of 5 stars	Easy,efficient way to receive quotations online. Competitive rates, especially with the promo code. CS agent who called was extremely knowledgeable and professional as well. Highly recommended!	60c2e241041480001be7bab2	102
Easy to use and premium not to expensive	Jun 11, 2021	2021-06-11	Rated 4 out of 5 stars		60c2e1531873c4001b1fae5d	102
Prompt service helpful agent esp Yu…	Jun 11, 2021	2021-06-11	Rated 4 out of 5 stars	Prompt service helpful agent esp Yu Tan. Thanks	60c2be6685a1250019501f35	102
Very simple to use..	Jun 10, 2021	2021-06-10	Rated 5 out of 5 stars		60c1e437041480001be73466	102
Fast and easy to use	Jun 10, 2021	2021-06-10	Rated 5 out of 5 stars		60c17386041480001be6f4fa	102
Easy to purchase	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars		60c0ca6a9217e1001a650bc5	102
tracy was helpful and prompt in her…	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars	tracy was helpful and prompt in her response	60c0bee1a70255001b7e1582	102
Very thoughtful and helpful process	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars	Very thoughtful and helpful process.  Can sense that Tracy tried her best to help.	60c070089217e1001a64bc3a	102
Quick	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars	Quick, Simple & easy	60c050eba70255001b7db856	102
I find it convenient to renew my policy.	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars		5bb074e34de5666d344ee570	102
Easy seamless without hassle	Jun 9, 2021	2021-06-09	Rated 5 out of 5 stars	Easy seamless without hassle. Great discounts too for being a loyal customer and an early renewer.	60c03626a70255001b7db154	102
Fast and easy	Jun 8, 2021	2021-06-08	Rated 5 out of 5 stars	easy to get through what i need and want.	60bf5f4a1df81f0019dcf433	102
Great after sales service	Jun 8, 2021	2021-06-08	Rated 5 out of 5 stars	Bought home and fire insurance from fwd and the after sales service have being excellent so far! Their customer service has being prompt and quick in my queries. Will definitely recommend fwd to others too.	60bf343bf78f7400197c68ea	102
GOOD AND FAST	Jun 8, 2021	2021-06-08	Rated 5 out of 5 stars		60bf0dc0de5b750019ada06c	102
Fast and easy to use.	Jun 8, 2021	2021-06-08	Rated 5 out of 5 stars		60bef79c8e6eef0019895f8b	103
Easy and I appreciate that an agent can…	Jun 8, 2021	2021-06-08	Rated 5 out of 5 stars	Easy and I appreciate that an agent can speak to you if you have additional questions	60beef0ad856d4001ac24d79	103
Satisfaction and informative answer	Jun 8, 2021	2021-06-08	Rated 4 out of 5 stars	i am very satisfied on the support and clear clarification from the hotline assistant. Carl and Marrisa has been friendly, kind and patience to listen and understanding my question before providing me the clear and direct answer. The policy coverage and the cost meets all my requirements for my helper's needs, that make me decided to go with FWD eventually.	60beee53f78f7400197c3bde	103
Normal as others.	Jun 7, 2021	2021-06-07	Rated 3 out of 5 stars		60bddbe6a42b080019ec99cd	103
Very easy for first time maid owner who…	Jun 6, 2021	2021-06-06	Rated 5 out of 5 stars	Very easy for first time maid owner who are renewing filipino helper's work permit.	60bcc8a1e4d39c001ace3ccd	103
payment types shud also include Apple…	Jun 6, 2021	2021-06-06	Rated 3 out of 5 stars	payment types shud also include Apple Pay, Google Pay, Paylah etc	5d920ac6aefbad20cc505d19	103
Brilliant UI/UX	Jun 6, 2021	2021-06-06	Rated 5 out of 5 stars	Brilliant UI/UX. I hope the claim process is equally seamless	60bc6ca6f66049001b2e1529	103
Easy to apply	Jun 6, 2021	2021-06-06	Rated 5 out of 5 stars		60bc48ef1c26700019210d62	103
easy to purchase and nice interface	Jun 5, 2021	2021-06-05	Rated 4 out of 5 stars		60bba46606a43f0019c7e70e	103
Good Discount	Jun 4, 2021	2021-06-04	Rated 3 out of 5 stars	Good discount	60ba14d2f66049001b2cd2d2	103
Great Service	Jun 4, 2021	2021-06-04	Rated 5 out of 5 stars	Besides going on-line, communication through phone was equally effective. Friendly and patient, great service.	5fcef94f33b62e0019410d29	103
Timely and precise advise from Tracy	Jun 4, 2021	2021-06-04	Rated 5 out of 5 stars	Timely and precise advise from Tracy. Made the right choice easy for me.	5dcd82d317e36e477f2b411a	103
Efficient n prompt service when I sought a refund on remaining…	Jun 3, 2021	2021-06-03	Rated 5 out of 5 stars	I was seeking a refund on remaining motor insurance when I sold off my car. I could easily complete the process online quickly on my own.  The cheque came fast although with a small hiccup- wasn’t to my legal name. But the service on the rectification was prompt and efficient.. I couldn’t ask for more.	60b8f5c75b2dac0019a6a1e3	103
GOOD	Jun 3, 2021	2021-06-03	Rated 5 out of 5 stars	Easy and prompt service	60b8da7085fa3f001ada2492	103
Very easy and convenient to apply.	Jun 3, 2021	2021-06-03	Rated 5 out of 5 stars		60b8d4b65afb7a0019f392e7	103
I was looking for term life insurance…	Jun 3, 2021	2021-06-03	Rated 3 out of 5 stars	I was looking for term life insurance online & comparing various SG insurers. Pro - 1) Among them, FWD seems to be straight forward where they show you all the cost & coverage online without engaging any agent2) Seems to be cheaper compared to others in market3) Easy to navigate sideCons - Website says everything can be done online & in minutes provided all details we have which is not true for Term Life Plus Insurance. After you fill all details & submit, it goes to underwriter for processing & approval. So you need to wait for a couple of days before they accept/ reject the policy.This kind of thing should be declared on the respective insurance page for whichever insurance it is applicable so that people are aware of it before filling the details.Overall, happy with the overall experience.	60b874075b2dac0019a6475b	103
Easy to use and purchase the insurance…	Jun 3, 2021	2021-06-03	Rated 5 out of 5 stars	Easy to use and purchase the insurance online straight away!	60b867999110c3001a8ec70e	103
Straight forward	Jun 2, 2021	2021-06-02	Rated 5 out of 5 stars	Straight forward, easy to apply for a policy. Very affordable premium with adequate coverage for policy holder.	60b7b2f52930150019241e4f	103
Good customer service	Jun 2, 2021	2021-06-02	Rated 5 out of 5 stars	Tracy was very patient and helpful in answering my questions. Her replies were fast and straight to the point. Good customer service.	60b788b92b139b001bf7095f	103
Very easy to use and buy Covid19…	Jun 2, 2021	2021-06-02	Rated 4 out of 5 stars	Very easy to use and buy Covid19 insurance	60b786ceaaf7cf001aa2c0b9	103
Azilah able to process with my booking…	Jun 2, 2021	2021-06-02	Rated 4 out of 5 stars	Azilah able to process with my booking promptly without me to do alot of documentation, well done 👏✔	60b761e02b139b001bf6f0b5	104
Easy to use...love the simple platform…	Jun 2, 2021	2021-06-02	Rated 5 out of 5 stars	Easy to use...love the simple platform to explain the necessary info to renew my helper's application. Of course love the discount feature... can it always be there?	60b71b209110c3001a8dfbca	104
Quick and easy	Jun 2, 2021	2021-06-02	Rated 5 out of 5 stars		60b715fbadeb930019d1d54e	104
Easy to use system	Jun 2, 2021	2021-06-02	Rated 5 out of 5 stars		60b701f65b2dac0019a56e7f	104
Fast and easy to sign up.	Jun 1, 2021	2021-06-01	Rated 5 out of 5 stars		60b60aae1261ee0019fdc6b5	104
Customer Service is friendly and…	Jun 1, 2021	2021-06-01	Rated 4 out of 5 stars	Customer Service is friendly and helpful.	60b5e0952b139b001bf5d5e7	104
Very easy and convenient process..thank…	May 31, 2021	2021-05-31	Rated 5 out of 5 stars	Very easy and convenient process..thank you !	60b4a5d12a6599001abf291a	104
Impressive website	May 31, 2021	2021-05-31	Rated 5 out of 5 stars		5cd8ed436e5fb2fb578730b8	104
System too messy	May 30, 2021	2021-05-30	Rated 3 out of 5 stars		60b3eca21d9ff9001e9b0eb6	104
FWD services is easy and convenient	May 30, 2021	2021-05-30	Rated 5 out of 5 stars	FWD services is easy and convenient. Plus, FWD has provided great discount.	5f7348d4a3275ce48eabf20b	104
After keying in my credit card details	May 30, 2021	2021-05-30	Rated 1 out of 5 stars	After keying in my credit card details, the pop-up screen indicated that something went wrong but my payment went through. An email was sent to me but there was no attachment with the policy!	60b37f211d9ff9001e9ad262	104
buying was a breeze.	May 30, 2021	2021-05-30	Rated 5 out of 5 stars		60b370c72a6599001abe7cff	104
Direct	May 29, 2021	2021-05-29	Rated 4 out of 5 stars	Direct, ease of insurance renewal online.	5cff8fb09522f84b828c8849	104
VERY USER FRIENDLY	May 29, 2021	2021-05-29	Rated 5 out of 5 stars	VERY USER FRIENDLY. DIRECT AND CLEAR.	60b1df1232a8d500194c365d	104
Easy interface to renew	May 29, 2021	2021-05-29	Rated 5 out of 5 stars		5d3bb4539a2ed710661fd0aa	104
The process of buying this insurance is…	May 29, 2021	2021-05-29	Rated 5 out of 5 stars	The process of buying this insurance is easily done. Thank you.	60b1a55032d2990019c01e45	104
Travel insurance	May 28, 2021	2021-05-28	Rated 5 out of 5 stars	Simple and easy to apply	60b114c9bc264a00192efc0d	104
Good customer service so far	May 28, 2021	2021-05-28	Rated 5 out of 5 stars		5c890ff9208773ea03a34374	104
Very good	May 28, 2021	2021-05-28	Rated 5 out of 5 stars	Very good. Tracy was very polite, helpful and easy to talk to. Well trained!	60b09ddabab042001a126530	104
Staff are friendly .	May 28, 2021	2021-05-28	Rated 5 out of 5 stars		60b099142a6599001abcdce6	104
The customer service Grace Chong was…	May 28, 2021	2021-05-28	Rated 4 out of 5 stars	The customer service Grace Chong was very helpful in getting back to my questions through email and follow up with a call. Thanks	60b098372a6599001abcdc30	105
Tracy handled my policy cancellation…	May 28, 2021	2021-05-28	Rated 5 out of 5 stars	Tracy handled my policy cancellation and refund. Efficiently done	5668b5290000ff0001f1f7b1	105
Quick and straightforward	May 27, 2021	2021-05-27	Rated 5 out of 5 stars		60afb597bc264a00192e218b	105
Friendly Site	May 27, 2021	2021-05-27	Rated 3 out of 5 stars	Easy to understand and able to set up the account fast	60af75b532d2990019beaaff	105
Everything is fast and simple	May 27, 2021	2021-05-27	Rated 5 out of 5 stars	Everything is fast and simple, it is also clear what I'm paying for, thanks for that :)	60af513d5e4038001ae4dd18	105
Thanks a bunch to friendly and strong…	May 27, 2021	2021-05-27	Rated 5 out of 5 stars	Thanks a bunch to friendly and strong domain knowledge. You deserve a raise.Gratitude	60af2f2e0e5e3700191302f3	105
Customer service	May 27, 2021	2021-05-27	Rated 4 out of 5 stars	FWD customer service was helpful she called me back immediately the next day to assist me in my fire insurance. TQ	60af01b078030f0019fce525	105
easy to understand and very helpful…	May 27, 2021	2021-05-27	Rated 4 out of 5 stars	easy to understand and very helpful with the promotions	5ebe84a437a9ffac646dbfa3	105
Cheapest and ez	May 26, 2021	2021-05-26	Rated 5 out of 5 stars	Easy and direct.	60ae8d27407170001af832dd	105
Very efficient service	May 26, 2021	2021-05-26	Rated 5 out of 5 stars	Very efficient service. Engaging interface. Extremely positive experience.	60ae623d9e9e50001ac446d2	105
My son did not meet the age…	May 26, 2021	2021-05-26	Rated 4 out of 5 stars	My son did not meet the age qualification guidelines so did not proceed	60ae087528d2da0019b00895	105
Great Experience !	May 26, 2021	2021-05-26	Rated 5 out of 5 stars		591d4ac40000ff000a999baf	105
Better	May 25, 2021	2021-05-25	Rated 5 out of 5 stars	Ok. Good affortable price	60ad30bead68f10019f7783c	105
Explanation is easy to understand	May 25, 2021	2021-05-25	Rated 5 out of 5 stars	Explanation is easy to understand, the font size is big for eyes to capture key points. Seamless process to purchase. Good job !	60ad1cc18367500019bfa36f	105
Easy and Clear....	May 25, 2021	2021-05-25	Rated 4 out of 5 stars		60ac473b70d4c0001a7bca63	105
Competitive pricing and portal is easy…	May 24, 2021	2021-05-24	Rated 5 out of 5 stars	Competitive pricing and portal is easy to use. Should offer option to process WP on behalf of employer	60abc82f8d8b58001bfa1160	105
Buying experience was super easy	May 24, 2021	2021-05-24	Rated 5 out of 5 stars	Buying experience was super easy. Happy to support FWD who sponsor youth rugby.	60abb39de41072001a8e7749	105
Double charge payment resolve successfully	May 24, 2021	2021-05-24	Rated 5 out of 5 stars	I was double charged on my recent home insurance purchase online due to probably network instability as I was prompted to resubmit the purchase once the initial purchase failed. Called up FWD and Tracy render her service to me in providing the refund successfully within one week of my call. Appreciate her help on this matter. On the side note, maybe FWD should study into why this double charging happen and perhaps introduce something to prevent customer from paying twice once the transaction went through and not to resubmit another payment.	5cf14a3d12bf4a766b15cee9	105
Smooth sailing without any issues	May 23, 2021	2021-05-23	Rated 4 out of 5 stars	Smooth sailing without any issues. Just that it would be great if there is better explanation in more details.	60aa6d91afc0ea001c0ece19	105
Would wish there is more flexibility in…	May 23, 2021	2021-05-23	Rated 3 out of 5 stars	Would wish there is more flexibility in the coverage of the home content insurance.	60aa4200beaf9f001a837e5f	105
Efficient and User Friendly!	May 23, 2021	2021-05-23	Rated 5 out of 5 stars		606be722ad1322001aafe507	106
Please improve your website UI UX	May 23, 2021	2021-05-23	Rated 2 out of 5 stars	Please improve your website UI UX. Clicking on stuff doesnt work at time and there is no indication that it hangs.	5784ecdf0000ff000a311e80	106
Simple and easy process.	May 23, 2021	2021-05-23	Rated 4 out of 5 stars		60a9da90afc0ea001c0e8ce7	106
Easy to navigate and price is…	May 22, 2021	2021-05-22	Rated 5 out of 5 stars	Easy to navigate and price is competitive	59be870f0000ff000aca394c	106
Simple and easy	May 22, 2021	2021-05-22	Rated 5 out of 5 stars		5cc16d7ccf18bc077fc204fd	106
Easy and quick process	May 22, 2021	2021-05-22	Rated 5 out of 5 stars	Easy and quick process. Ms. Grace Chong was very helpful with my enquiry and helping to resolve my problem.	60a84aed31a9250019b36a50	106
